"sourcekey" "targetkey" "lei_xing" "pk"
"DUI_XIANG:320724191706028637" "DUI_XIANG:451029193612106588" "同校" "661"
"DUI_XIANG:320724191806258536" "DUI_XIANG:451029193612048234" "好友" "662"
"DUI_XIANG:320724192004058983" "DUI_XIANG:451029192906091647" "同学" "663"
"DUI_XIANG:320724192512204289" "DUI_XIANG:451029192807195627" "好友" "664"
"DUI_XIANG:320831188101079564" "DUI_XIANG:451029191308144839" "好友" "665"
"DUI_XIANG:320831189402124917" "DUI_XIANG:451029190712058233" "好友" "666"
"DUI_XIANG:320831189909187466" "DUI_XIANG:451029190502271124" "同校" "667"
"DUI_XIANG:320831190901186432" "DUI_XIANG:451029190007171548" "好友" "668"
"DUI_XIANG:320831191012072499" "DUI_XIANG:451029189102101590" "同乡" "669"
"DUI_XIANG:320831191508237672" "DUI_XIANG:451029188606245040" "同学" "670"
"DUI_XIANG:320831193701235539" "DUI_XIANG:451022194008273494" "好友" "671"
"DUI_XIANG:320831194209115484" "DUI_XIANG:451022193810196313" "好友" "672"
"DUI_XIANG:32090219070307533X" "DUI_XIANG:451022193501198657" "好友" "673"
"DUI_XIANG:320902191508225587" "DUI_XIANG:451022193005044923" "亲属" "674"
"DUI_XIANG:320902191805209049" "DUI_XIANG:451022192212203101" "同乡" "675"
"DUI_XIANG:320902192511168418" "DUI_XIANG:451022191705094877" "亲属" "676"
"DUI_XIANG:320902193106163124" "DUI_XIANG:451022190812311481" "好友" "677"
"DUI_XIANG:320902194010196882" "DUI_XIANG:451022190701082735" "好友" "678"
"DUI_XIANG:320982188311205798" "DUI_XIANG:451022190205283618" "好友" "679"
"DUI_XIANG:320982189402054467" "DUI_XIANG:451022189908242013" "好友" "680"
"DUI_XIANG:32098218971105206X" "DUI_XIANG:451022189710185842" "好友" "681"
"DUI_XIANG:320982190604122956" "DUI_XIANG:45102218941215452X" "同乡" "682"
"DUI_XIANG:320982191012024177" "DUI_XIANG:451022189202018183" "好友" "683"
"DUI_XIANG:320982191309021823" "DUI_XIANG:451022188112216253" "好友" "684"
"DUI_XIANG:320982191408237785" "DUI_XIANG:45102218811118291X" "同乡" "685"
"DUI_XIANG:320982193503086734" "DUI_XIANG:450981194207146111" "好友" "686"
"DUI_XIANG:320982193911014625" "DUI_XIANG:450981192708047665" "好友" "687"
"DUI_XIANG:320982194109115132" "DUI_XIANG:45098119030420301X" "同事" "688"
"DUI_XIANG:320982194110162884" "DUI_XIANG:450981189202078256" "好友" "689"
"DUI_XIANG:320982194704132607" "DUI_XIANG:450981189004276518" "合作关系" "690"
"DUI_XIANG:321003189909141179" "DUI_XIANG:450981188309272580" "好友" "691"
"DUI_XIANG:321003189909141195" "DUI_XIANG:450981188111194759" "好友" "692"
"DUI_XIANG:321003190802202160" "DUI_XIANG:450923194902138312" "同乡" "693"
"DUI_XIANG:321003191904095460" "DUI_XIANG:450923194405269119" "好友" "694"
"DUI_XIANG:321003193812129159" "DUI_XIANG:450923193811278286" "好友" "695"
"DUI_XIANG:321003194109082410" "DUI_XIANG:450923192709128527" "好友" "696"
"DUI_XIANG:321081189711304111" "DUI_XIANG:450923190503026868" "好友" "697"
"DUI_XIANG:321081191210137020" "DUI_XIANG:450923190205317704" "好友" "698"
"DUI_XIANG:32108119140824784X" "DUI_XIANG:450923188805149633" "同事" "699"
"DUI_XIANG:321081192003265235" "DUI_XIANG:450923188805127573" "好友" "700"
"DUI_XIANG:321081193812084121" "DUI_XIANG:450923188409235927" "好友" "701"
"DUI_XIANG:321081194010138073" "DUI_XIANG:450923188001034232" "好友" "702"
"DUI_XIANG:321081194307181849" "DUI_XIANG:450701194703036891" "好友" "703"
"DUI_XIANG:321081194505271458" "DUI_XIANG:45070119340307551X" "同校" "704"
"DUI_XIANG:32108119480305147X" "DUI_XIANG:450701193005091493" "好友" "705"
"DUI_XIANG:321181188101046355" "DUI_XIANG:450701192907231833" "同校" "706"
"DUI_XIANG:321181189104012040" "DUI_XIANG:450701192102103578" "好友" "707"
"DUI_XIANG:321181190305019247" "DUI_XIANG:450701192101033416" "好友" "708"
"DUI_XIANG:321181191011266271" "DUI_XIANG:450701190305317112" "好友" "709"
"DUI_XIANG:321181191309296246" "DUI_XIANG:450701189710288935" "同伙" "710"
"DUI_XIANG:321181192511042201" "DUI_XIANG:450701188905093367" "同学" "711"
"DUI_XIANG:321181194307168420" "DUI_XIANG:450701188905079207" "亲属" "712"
"DUI_XIANG:321201188112297305" "DUI_XIANG:450701188509213611" "好友" "713"
"DUI_XIANG:321201188310065134" "DUI_XIANG:450701188508143009" "好友" "714"
"DUI_XIANG:321201188410316949" "DUI_XIANG:450701188211113407" "好友" "715"
"DUI_XIANG:321201188607062313" "DUI_XIANG:450521194901126438" "好友" "716"
"DUI_XIANG:321201190008024027" "DUI_XIANG:450521194604129958" "好友" "717"
"DUI_XIANG:321201190107172180" "DUI_XIANG:450521192808072798" "好友" "718"
"DUI_XIANG:321201190912046654" "DUI_XIANG:450521191408133796" "同校" "719"
"DUI_XIANG:321201191011242716" "DUI_XIANG:45052119101120658X" "好友" "720"
"DUI_XIANG:321201191011243356" "DUI_XIANG:450521190503073862" "好友" "721"
"DUI_XIANG:321201191110148012" "DUI_XIANG:450521190404214463" "好友" "722"
"DUI_XIANG:321201193006126648" "DUI_XIANG:450521189809152805" "好友" "723"
"DUI_XIANG:321201193303144922" "DUI_XIANG:450521189809105937" "同事" "724"
"DUI_XIANG:321201194307135067" "DUI_XIANG:450521188211182669" "亲属" "725"
"DUI_XIANG:321201194703014451" "DUI_XIANG:450521188001079719" "合作关系" "726"
"DUI_XIANG:330000188001056481" "DUI_XIANG:450521188001067662" "好友" "727"
"DUI_XIANG:330000188112308741" "DUI_XIANG:45022419330420458X" "好友" "728"
"DUI_XIANG:330000189710255592" "DUI_XIANG:450224193007218547" "好友" "729"
"DUI_XIANG:330000189909072064" "DUI_XIANG:450224192610292691" "好友" "730"
"DUI_XIANG:330000190205021355" "DUI_XIANG:450224192102126216" "好友" "731"
"DUI_XIANG:330000190603049900" "DUI_XIANG:450224191705198150" "好友" "732"
"DUI_XIANG:330000192102081688" "DUI_XIANG:450224190702236196" "好友" "733"
"DUI_XIANG:330000192312214725" "DUI_XIANG:450224190503119878" "好友" "734"
"DUI_XIANG:330000192708083434" "DUI_XIANG:45022418930208886X" "好友" "735"
"DUI_XIANG:330000193403086890" "DUI_XIANG:450224189302088544" "好友" "736"
"DUI_XIANG:330000193910206834" "DUI_XIANG:450224189203216539" "合作关系" "737"
"DUI_XIANG:330000194010149090" "DUI_XIANG:450100194902153418" "好友" "738"
"DUI_XIANG:330000194307156654" "DUI_XIANG:450100194704073177" "好友" "739"
"DUI_XIANG:330108188707278218" "DUI_XIANG:450100194704062013" "好友" "740"
"DUI_XIANG:330108189004012477" "DUI_XIANG:450100194506294614" "同乡" "741"
"DUI_XIANG:330108189908012357" "DUI_XIANG:450100193502284203" "好友" "742"
"DUI_XIANG:330108189908311234" "DUI_XIANG:450100192610246373" "好友" "743"
"DUI_XIANG:330108190007228458" "DUI_XIANG:450100192201033107" "好友" "744"
"DUI_XIANG:33010819030522552X" "DUI_XIANG:45010019200323141X" "好友" "745"
"DUI_XIANG:330108191209021564" "DUI_XIANG:45010019190404692X" "好友" "746"
"DUI_XIANG:330108191308178401" "DUI_XIANG:450100191606271811" "同学" "747"
"DUI_XIANG:33010819170511724X" "DUI_XIANG:450100190504192149" "好友" "748"
"DUI_XIANG:330108191705175386" "DUI_XIANG:450100189809175018" "好友" "749"
"DUI_XIANG:330108192102103409" "DUI_XIANG:450100188806245821" "好友" "750"
"DUI_XIANG:330108193501212332" "DUI_XIANG:445321193601201712" "好友" "751"
"DUI_XIANG:330108194405271142" "DUI_XIANG:445321193205033331" "好友" "752"
"DUI_XIANG:330108194902152902" "DUI_XIANG:445321192610017365" "好友" "753"
"DUI_XIANG:330122188905045586" "DUI_XIANG:445321190802213732" "好友" "754"
"DUI_XIANG:330122188905056744" "DUI_XIANG:445321190801186648" "好友" "755"
"DUI_XIANG:330122190007239146" "DUI_XIANG:44532118810107110X" "好友" "756"
"DUI_XIANG:330122191110054865" "DUI_XIANG:445321188001104293" "好友" "757"
"DUI_XIANG:33012219130821414X" "DUI_XIANG:44188219430823871X" "好友" "758"
"DUI_XIANG:330122191903242882" "DUI_XIANG:441882193205034111" "好友" "759"
"DUI_XIANG:330122192510292947" "DUI_XIANG:441882192709235836" "同乡" "760"
"DUI_XIANG:330122193612094719" "DUI_XIANG:44188219251109779X" "好友" "761"
"DUI_XIANG:330122194009022221" "DUI_XIANG:441882192301011150" "好友" "762"
"DUI_XIANG:33012219420716866X" "DUI_XIANG:441882192202115392" "好友" "763"
"DUI_XIANG:330122194406305698" "DUI_XIANG:441882191508178922" "同学" "764"
"DUI_XIANG:330183188210064687" "DUI_XIANG:441882191210158507" "好友" "765"
"DUI_XIANG:330183188508131416" "DUI_XIANG:44188219090115288X" "好友" "766"
"DUI_XIANG:330183189412177000" "DUI_XIANG:441882190703052589" "好友" "767"
"DUI_XIANG:330183189610255436" "DUI_XIANG:441827194110162639" "同学" "768"
"DUI_XIANG:330183189611303639" "DUI_XIANG:441827192809154983" "好友" "769"
"DUI_XIANG:330183190602201014" "DUI_XIANG:441827192511168485" "好友" "770"
"DUI_XIANG:330183190701141432" "DUI_XIANG:441827190802225575" "好友" "771"
"DUI_XIANG:330183190812311211" "DUI_XIANG:441827190702294506" "好友" "772"
"DUI_XIANG:330183191308225618" "DUI_XIANG:441827190108287469" "好友" "773"
"DUI_XIANG:330183191804013788" "DUI_XIANG:441827189203194772" "好友" "774"
"DUI_XIANG:330183192708061207" "DUI_XIANG:441827189005127077" "同伙" "775"
"DUI_XIANG:330183192906149218" "DUI_XIANG:44182718870814387X" "合作关系" "776"
"DUI_XIANG:330183193104237990" "DUI_XIANG:441827188311195153" "亲属" "777"
"DUI_XIANG:330183193104241041" "DUI_XIANG:44182119430823875X" "好友" "778"
"DUI_XIANG:330183194108251794" "DUI_XIANG:441821194011244008" "好友" "779"
"DUI_XIANG:330183194703312803" "DUI_XIANG:441821191904083850" "亲属" "780"
"DUI_XIANG:330205190006125314" "DUI_XIANG:441821191707041686" "好友" "781"
"DUI_XIANG:330205190404121714" "DUI_XIANG:441821191706271252" "同学" "782"
"DUI_XIANG:330205192212167071" "DUI_XIANG:441821190901128625" "同校" "783"
"DUI_XIANG:330205192410028371" "DUI_XIANG:441821190405033133" "好友" "784"
"DUI_XIANG:330205192510246085" "DUI_XIANG:441821189203228401" "亲属" "785"
"DUI_XIANG:330205193204182065" "DUI_XIANG:441821188708199891" "好友" "786"
"DUI_XIANG:330205193711014365" "DUI_XIANG:44182118851008751X" "好友" "787"
"DUI_XIANG:330205193711303255" "DUI_XIANG:441400194804107501" "合作关系" "788"
"DUI_XIANG:330205194901078655" "DUI_XIANG:441400194408227405" "好友" "789"
"DUI_XIANG:330225188012286029" "DUI_XIANG:441400192302081971" "同校" "790"
"DUI_XIANG:330225188508095461" "DUI_XIANG:441400191806269746" "同乡" "791"
"DUI_XIANG:330225189412131688" "DUI_XIANG:441400191409055867" "好友" "792"
"DUI_XIANG:33022518951106285X" "DUI_XIANG:441400190604167878" "好友" "793"
"DUI_XIANG:330225190701082243" "DUI_XIANG:441400189811041372" "好友" "794"
"DUI_XIANG:33022519071203559X" "DUI_XIANG:441400189612203383" "好友" "795"
"DUI_XIANG:330225192906125744" "DUI_XIANG:441400189402102250" "同校" "796"
"DUI_XIANG:330225193005032801" "DUI_XIANG:441400189105116234" "好友" "797"
"DUI_XIANG:330225194801103265" "DUI_XIANG:44092319480519963X" "好友" "798"
"DUI_XIANG:330411188408165234" "DUI_XIANG:440923194407204675" "好友" "799"
"DUI_XIANG:330411188904228679" "DUI_XIANG:440923193008095032" "好友" "800"
"DUI_XIANG:330411189610173806" "DUI_XIANG:44092319180629423X" "好友" "801"
"DUI_XIANG:330411189610174104" "DUI_XIANG:440923191806293982" "好友" "802"
"DUI_XIANG:330411194305234728" "DUI_XIANG:440923191409067121" "好友" "803"
"DUI_XIANG:330600188210315999" "DUI_XIANG:440923191001128875" "好友" "804"
"DUI_XIANG:330600189201235289" "DUI_XIANG:440923190604168329" "好友" "805"
"DUI_XIANG:330600189412084994" "DUI_XIANG:440923189502033070" "好友" "806"
"DUI_XIANG:330600190105317020" "DUI_XIANG:440703193701282219" "好友" "807"
"DUI_XIANG:330600190205224278" "DUI_XIANG:440703192909143870" "亲属" "808"
"DUI_XIANG:33060019091014672X" "DUI_XIANG:440703192512181887" "好友" "809"
"DUI_XIANG:330600191605152175" "DUI_XIANG:440703192202163333" "好友" "810"
"DUI_XIANG:330600191803161566" "DUI_XIANG:440703192103277132" "同伙" "811"
"DUI_XIANG:330600192608035577" "DUI_XIANG:440703191001117635" "好友" "812"
"DUI_XIANG:330600193203086020" "DUI_XIANG:440703190604181471" "好友" "813"
"DUI_XIANG:33060019340223636X" "DUI_XIANG:440703190108058191" "好友" "814"
"DUI_XIANG:330600194702152541" "DUI_XIANG:44070318940212637X" "好友" "815"
"DUI_XIANG:33072318811110124X" "DUI_XIANG:440703189304265528" "好友" "816"
"DUI_XIANG:330723188111113013" "DUI_XIANG:440703188708188587" "好友" "817"
"DUI_XIANG:33072318821031622X" "DUI_XIANG:440703188411195196" "好友" "818"
"DUI_XIANG:330723188804275963" "DUI_XIANG:440306194705269953" "合作关系" "819"
"DUI_XIANG:330723189610196903" "DUI_XIANG:440306194309068033" "同事" "820"
"DUI_XIANG:330723190303062874" "DUI_XIANG:440306193504239788" "亲属" "821"
"DUI_XIANG:330723190712045864" "DUI_XIANG:440306193504205246" "同学" "822"
"DUI_XIANG:330723191802126187" "DUI_XIANG:440306191508262070" "好友" "823"
"DUI_XIANG:330723192806125696" "DUI_XIANG:440306190803109023" "同校" "824"
"DUI_XIANG:330723193103145329" "DUI_XIANG:440306190505318679" "好友" "825"
"DUI_XIANG:330723194206028197" "DUI_XIANG:440306189502125291" "好友" "826"
"DUI_XIANG:340103188705081972" "DUI_XIANG:440306189304301426" "好友" "827"
"DUI_XIANG:340103188705115300" "DUI_XIANG:440306189205083208" "亲属" "828"
"DUI_XIANG:340103189201199365" "DUI_XIANG:440306189204069404" "亲属" "829"
"DUI_XIANG:340103189312096174" "DUI_XIANG:440306188003015122" "好友" "830"
"DUI_XIANG:340103189312121106" "DUI_XIANG:43120119440824943X" "同校" "831"
"DUI_XIANG:340103189411048370" "DUI_XIANG:431201194210184984" "好友" "832"
"DUI_XIANG:340103191703275412" "DUI_XIANG:43120119300813994X" "同乡" "833"
"DUI_XIANG:340103191902066875" "DUI_XIANG:43120119040720571X" "好友" "834"
"DUI_XIANG:340103192001272422" "DUI_XIANG:431201189205149918" "好友" "835"
"DUI_XIANG:340103192112166710" "DUI_XIANG:431201188709307073" "好友" "836"
"DUI_XIANG:340103192112214911" "DUI_XIANG:431201188610076818" "好友" "837"
"DUI_XIANG:340103194801033517" "DUI_XIANG:431201188003037788" "好友" "838"
"DUI_XIANG:340207189002053575" "DUI_XIANG:431127194904189489" "好友" "839"
"DUI_XIANG:340207191505152746" "DUI_XIANG:431127194904119456" "好友" "840"
"DUI_XIANG:340207191604057760" "DUI_XIANG:431127193404011428" "好友" "841"
"DUI_XIANG:340207192112145021" "DUI_XIANG:431127193107313526" "同学" "842"
"DUI_XIANG:34020719211218926X" "DUI_XIANG:431127191001233801" "亲属" "843"
"DUI_XIANG:340207192509117491" "DUI_XIANG:431127189812155779" "好友" "844"
"DUI_XIANG:340207193103075070" "DUI_XIANG:431127189403253685" "同校" "845"
"DUI_XIANG:340207193202248598" "DUI_XIANG:431127188808154971" "好友" "846"
"DUI_XIANG:340207193202262875" "DUI_XIANG:431027194706076760" "好友" "847"
"DUI_XIANG:340207193710147865" "DUI_XIANG:431027194706054510" "同校" "848"
"DUI_XIANG:340207194911171145" "DUI_XIANG:431027194210244003" "好友" "849"
"DUI_XIANG:34020719491224879X" "DUI_XIANG:431027193901199630" "同校" "850"
"DUI_XIANG:340301188010064795" "DUI_XIANG:431027192909214095" "好友" "851"
"DUI_XIANG:340301188110293237" "DUI_XIANG:431027192711171579" "同学" "852"
"DUI_XIANG:340301188804228130" "DUI_XIANG:431027192401091944" "好友" "853"
"DUI_XIANG:340301188804264166" "DUI_XIANG:431027192104107241" "好友" "854"
"DUI_XIANG:340301188903179522" "DUI_XIANG:43102719131129142X" "好友" "855"
"DUI_XIANG:34030118951022135X" "DUI_XIANG:43102719070423822X" "好友" "856"
"DUI_XIANG:340301189609081705" "DUI_XIANG:431027190605306602" "好友" "857"
"DUI_XIANG:340301189708308944" "DUI_XIANG:431027189305094400" "好友" "858"
"DUI_XIANG:34030119071229706X" "DUI_XIANG:431027189106209674" "好友" "859"
"DUI_XIANG:340301191505127695" "DUI_XIANG:431027189007015778" "好友" "860"
"DUI_XIANG:340301191802066358" "DUI_XIANG:431027188412311074" "好友" "861"
"DUI_XIANG:340301192012225216" "DUI_XIANG:431027188411231777" "好友" "862"
"DUI_XIANG:340301192112144755" "DUI_XIANG:431027188201152392" "亲属" "863"
"DUI_XIANG:340301192508312153" "DUI_XIANG:430922194607146993" "好友" "864"
"DUI_XIANG:340301194503276762" "DUI_XIANG:430922193405137672" "合作关系" "865"
"DUI_XIANG:340301194503287509" "DUI_XIANG:430922193207244186" "好友" "866"
"DUI_XIANG:340603188605104281" "DUI_XIANG:430922191608285342" "同事" "867"
"DUI_XIANG:340603188705044829" "DUI_XIANG:430922191002259596" "好友" "868"
"DUI_XIANG:340603189101212742" "DUI_XIANG:430922190705295521" "好友" "869"
"DUI_XIANG:340603189708252345" "DUI_XIANG:43092219030830974X" "好友" "870"
"DUI_XIANG:34060319010417855X" "DUI_XIANG:430922189205117157" "好友" "871"
"DUI_XIANG:340603190203051781" "DUI_XIANG:430624194806042958" "同乡" "872"
"DUI_XIANG:340603190501115309" "DUI_XIANG:430624194806018640" "好友" "873"
"DUI_XIANG:340603190501138121" "DUI_XIANG:430624194409116490" "好友" "874"
"DUI_XIANG:340603190810099007" "DUI_XIANG:430624192204061749" "好友" "875"
"DUI_XIANG:340603190810099824" "DUI_XIANG:430624191906028770" "好友" "876"
"DUI_XIANG:340603191009237616" "DUI_XIANG:430624191807156435" "好友" "877"
"DUI_XIANG:340603191108191262" "DUI_XIANG:430624190110256618" "好友" "878"
"DUI_XIANG:340603192112143815" "DUI_XIANG:43062419001103864X" "好友" "879"
"DUI_XIANG:340603193004156701" "DUI_XIANG:430624189911108588" "好友" "880"
"DUI_XIANG:340603193412061322" "DUI_XIANG:430624188610114015" "好友" "881"
"DUI_XIANG:340802188110293070" "DUI_XIANG:430511194805295139" "合作关系" "882"
"DUI_XIANG:340802188605079199" "DUI_XIANG:430511194607239371" "好友" "883"
"DUI_XIANG:340802190401138006" "DUI_XIANG:430511194012154707" "好友" "884"
"DUI_XIANG:340802191703172001" "DUI_XIANG:430511192811101469" "同事" "885"
"DUI_XIANG:340802192111063842" "DUI_XIANG:430511191906028749" "好友" "886"
"DUI_XIANG:340802193710088894" "DUI_XIANG:430511190407275994" "好友" "887"
"DUI_XIANG:340802194205198712" "DUI_XIANG:430511190309117896" "好友" "888"
"DUI_XIANG:341221189212062355" "DUI_XIANG:430511189701317843" "好友" "889"
"DUI_XIANG:341221189212084888" "DUI_XIANG:430511189404058400" "好友" "890"
"DUI_XIANG:341221189410244280" "DUI_XIANG:430511188103038487" "好友" "891"
"DUI_XIANG:341221189510138434" "DUI_XIANG:430511188004178898" "同乡" "892"
"DUI_XIANG:341221190204085811" "DUI_XIANG:43051118800412139X" "好友" "893"
"DUI_XIANG:341221191008177510" "DUI_XIANG:430401190407287700" "同事" "894"
"DUI_XIANG:341221191009237589" "DUI_XIANG:430401190209153787" "合作关系" "895"
"DUI_XIANG:341221191901247972" "DUI_XIANG:430401189106305014" "好友" "896"
"DUI_XIANG:341221194911098505" "DUI_XIANG:430401188412058336" "好友" "897"
"DUI_XIANG:34142118801031547X" "DUI_XIANG:430301194001235372" "同事" "898"
"DUI_XIANG:34142118850616226X" "DUI_XIANG:43030119271229744X" "好友" "899"
"DUI_XIANG:341421188605045114" "DUI_XIANG:430301192601012122" "好友" "900"
"DUI_XIANG:34142118890206467X" "DUI_XIANG:43030119250214121X" "好友" "901"
"DUI_XIANG:341421189708238845" "DUI_XIANG:43030119230404833X" "好友" "902"
"DUI_XIANG:341421190401127460" "DUI_XIANG:430301192303047968" "好友" "903"
"DUI_XIANG:341421190711146835" "DUI_XIANG:430301191102261998" "好友" "904"
"DUI_XIANG:341421191405138049" "DUI_XIANG:430301190209198525" "同校" "905"
"DUI_XIANG:341421193202202353" "DUI_XIANG:430301189912248098" "好友" "906"
"DUI_XIANG:34142119330112838X" "DUI_XIANG:430301189912156185" "亲属" "907"
"DUI_XIANG:341421193610103274" "DUI_XIANG:430301189801019778" "好友" "908"
"DUI_XIANG:341421193709021754" "DUI_XIANG:430301189008144581" "好友" "909"
"DUI_XIANG:341421194007063508" "DUI_XIANG:430225194409141359" "好友" "910"
"DUI_XIANG:341521188109165139" "DUI_XIANG:430225193505138710" "好友" "911"
"DUI_XIANG:34152118960829743X" "DUI_XIANG:430225190606185299" "好友" "912"
"DUI_XIANG:341521191108096191" "DUI_XIANG:430225190111042165" "好友" "913"
"DUI_XIANG:341822189707193508" "DUI_XIANG:43022518970211525X" "好友" "914"
"DUI_XIANG:341822190611216523" "DUI_XIANG:430225189405127908" "好友" "915"
"DUI_XIANG:341822190711123893" "DUI_XIANG:430225188401152087" "好友" "916"
"DUI_XIANG:341822190908189263" "DUI_XIANG:430122194410219534" "好友" "917"
"DUI_XIANG:341822191206268316" "DUI_XIANG:430122192403299944" "好友" "918"
"DUI_XIANG:341822191305151447" "DUI_XIANG:430122192105279697" "好友" "919"
"DUI_XIANG:341822192011063411" "DUI_XIANG:43012219180824949X" "好友" "920"
"DUI_XIANG:341822192111015505" "DUI_XIANG:430122191709067666" "合作关系" "921"
"DUI_XIANG:341822193510159607" "DUI_XIANG:430122190805295701" "好友" "922"
"DUI_XIANG:341822193610091400" "DUI_XIANG:430122189306257112" "好友" "923"
"DUI_XIANG:341822193907052963" "DUI_XIANG:430122188501105128" "好友" "924"
"DUI_XIANG:341822194502151837" "DUI_XIANG:430122188302212879" "好友" "925"
"DUI_XIANG:341822194811087357" "DUI_XIANG:43012218810416671X" "好友" "926"
"DUI_XIANG:350206188803109824" "DUI_XIANG:430102194509105283" "好友" "927"
"DUI_XIANG:350206189211037040" "DUI_XIANG:430102192812249221" "合作关系" "928"
"DUI_XIANG:350206190612228102" "DUI_XIANG:430102189802081480" "同乡" "929"
"DUI_XIANG:350206190612239135" "DUI_XIANG:430102189207049515" "好友" "930"
"DUI_XIANG:350206191206174991" "DUI_XIANG:420900194708276084" "好友" "931"
"DUI_XIANG:350206191801214177" "DUI_XIANG:420900193704035449" "好友" "932"
"DUI_XIANG:350206191912165929" "DUI_XIANG:420900193010065424" "同学" "933"
"DUI_XIANG:350206192804214521" "DUI_XIANG:420900192911135421" "好友" "934"
"DUI_XIANG:350206192904144452" "DUI_XIANG:420900192403025525" "合作关系" "935"
"DUI_XIANG:350206193101187090" "DUI_XIANG:420900191709093390" "好友" "936"
"DUI_XIANG:350206193312071653" "DUI_XIANG:420900191003146155" "好友" "937"
"DUI_XIANG:350206193907108478" "DUI_XIANG:420900190606207610" "同校" "938"
"DUI_XIANG:350206194303287481" "DUI_XIANG:420900189603264873" "好友" "939"
"DUI_XIANG:350206194402138908" "DUI_XIANG:420900188512072206" "同乡" "940"
"DUI_XIANG:350206194601022158" "DUI_XIANG:420800193803239409" "同乡" "941"
"DUI_XIANG:350427188010267913" "DUI_XIANG:420800193605127780" "同学" "942"
"DUI_XIANG:350427189001176758" "DUI_XIANG:420800193010087417" "好友" "943"
"DUI_XIANG:350427189905199709" "DUI_XIANG:420800192602149939" "好友" "944"
"DUI_XIANG:350427190004119132" "DUI_XIANG:420800192403036798" "好友" "945"
"DUI_XIANG:350427190203265941" "DUI_XIANG:420800190805078297" "好友" "946"
"DUI_XIANG:350427190203277029" "DUI_XIANG:420800190508025260" "好友" "947"
"DUI_XIANG:350427190809214583" "DUI_XIANG:420800190111109191" "好友" "948"
"DUI_XIANG:350427193609033087" "DUI_XIANG:420800189901033111" "好友" "949"
"DUI_XIANG:350427193708226087" "DUI_XIANG:420800189207052822" "好友" "950"
"DUI_XIANG:350526188108106391" "DUI_XIANG:420800188910055895" "好友" "951"
"DUI_XIANG:350526188405056538" "DUI_XIANG:420800188711231315" "好友" "952"
"DUI_XIANG:350526188405089604" "DUI_XIANG:420800188303049346" "好友" "953"
"DUI_XIANG:350526190003048984" "DUI_XIANG:420800188005269770" "好友" "954"
"DUI_XIANG:350526191305093021" "DUI_XIANG:420607194906124792" "好友" "955"
"DUI_XIANG:350526191503172038" "DUI_XIANG:42060719460913955X" "好友" "956"
"DUI_XIANG:35052619201103862X" "DUI_XIANG:420607194311063839" "好友" "957"
"DUI_XIANG:350526192606088722" "DUI_XIANG:42060719421214350X" "好友" "958"
"DUI_XIANG:350526192704215422" "DUI_XIANG:420607193110018105" "好友" "959"
"DUI_XIANG:35052619290302731X" "DUI_XIANG:420607192304132315" "同事" "960"
"DUI_XIANG:350526193212071519" "DUI_XIANG:420607191202054403" "同伙" "961"
"DUI_XIANG:350526193609297014" "DUI_XIANG:420607188601116547" "同乡" "962"
"DUI_XIANG:350526194104095235" "DUI_XIANG:420607188501197386" "好友" "963"
"DUI_XIANG:350526194402138213" "DUI_XIANG:411421194807205373" "好友" "964"
"DUI_XIANG:350721188703122811" "DUI_XIANG:411421194609139272" "好友" "965"
"DUI_XIANG:350721191106244455" "DUI_XIANG:41142119420122545X" "好友" "966"
"DUI_XIANG:350721191503146904" "DUI_XIANG:411421191809057155" "好友" "967"
"DUI_XIANG:350721191701283600" "DUI_XIANG:41142119151206184X" "好友" "968"
"DUI_XIANG:350721192308012112" "DUI_XIANG:411421191202016971" "同伙" "969"
"DUI_XIANG:350721192308297613" "DUI_XIANG:411421191103156768" "好友" "970"
"DUI_XIANG:350721192506066816" "DUI_XIANG:411421190508117084" "好友" "971"
"DUI_XIANG:350721193708225541" "DUI_XIANG:411421189307052909" "同学" "972"
"DUI_XIANG:350721194501055148" "DUI_XIANG:411421188303063315" "同乡" "973"
"DUI_XIANG:350721194612248807" "DUI_XIANG:411081194002078033" "好友" "974"
"DUI_XIANG:360421188207265026" "DUI_XIANG:411081193507302526" "好友" "975"
"DUI_XIANG:360421189309056123" "DUI_XIANG:411081193210031358" "好友" "976"
"DUI_XIANG:360421189310126782" "DUI_XIANG:411081192602201104" "好友" "977"
"DUI_XIANG:360421189607168107" "DUI_XIANG:411081192008252312" "好友" "978"
"DUI_XIANG:360421189904154641" "DUI_XIANG:411081191004252054" "好友" "979"
"DUI_XIANG:360421189905176172" "DUI_XIANG:411081190509154084" "同乡" "980"
"DUI_XIANG:360421192902271817" "DUI_XIANG:41108119000130802X" "好友" "981"
"DUI_XIANG:360421193002235428" "DUI_XIANG:41108118990210427X" "好友" "982"
"DUI_XIANG:360425188504204524" "DUI_XIANG:411081189604105928" "同伙" "983"
"DUI_XIANG:360425191404242010" "DUI_XIANG:411081189406282739" "同乡" "984"
"DUI_XIANG:360425191502102388" "DUI_XIANG:411081189406258480" "好友" "985"
"DUI_XIANG:360425192605295308" "DUI_XIANG:411081189208167473" "同校" "986"
"DUI_XIANG:360425193608202474" "DUI_XIANG:411081188811195538" "好友" "987"
"DUI_XIANG:360425193609263105" "DUI_XIANG:411081188712298937" "好友" "988"
"DUI_XIANG:360428188504238205" "DUI_XIANG:410782194411074053" "好友" "989"
